
================================================================================
ANÁLISIS LÉXICO DEL ARCHIVO: algoritmo3.go
Fecha: 2025-11-27 21:18:08
Usuario: SKEIILAT
================================================================================

Token: PACKAGE              | Valor: package                        | Línea:    5 | Columna:    1
Token: ASSIGN               | Valor: =                              | Línea:   16 | Columna:    0
Token: INT_LITERAL          | Valor: 20                             | Línea:   16 | Columna:   18
Token: ID                   | Valor: numeros                        | Línea:   17 | Columna:    5
Token: LBRACKET             | Valor: [                              | Línea:   17 | Columna:    0
Token: INT_LITERAL          | Valor: 2                              | Línea:   17 | Columna:   13
Token: RBRACKET             | Valor: ]                              | Línea:   17 | Columna:    0
Token: ASSIGN               | Valor: =                              | Línea:   17 | Columna:    0
Token: INT_LITERAL          | Valor: 30                             | Línea:   17 | Columna:   18
Token: ID                   | Valor: numeros                        | Línea:   18 | Columna:    5
Token: LBRACKET             | Valor: [                              | Línea:   18 | Columna:    0
Token: INT_LITERAL          | Valor: 3                              | Línea:   18 | Columna:   13
Token: RBRACKET             | Valor: ]                              | Línea:   18 | Columna:    0
Token: ASSIGN               | Valor: =                              | Línea:   18 | Columna:    0
Token: INT_LITERAL          | Valor: 40                             | Línea:   18 | Columna:   18
Token: ID                   | Valor: numeros                        | Línea:   19 | Columna:    5
Token: LBRACKET             | Valor: [                              | Línea:   19 | Columna:    0
Token: INT_LITERAL          | Valor: 4                              | Línea:   19 | Columna:   13
Token: RBRACKET             | Valor: ]                              | Línea:   19 | Columna:    0
Token: ASSIGN               | Valor: =                              | Línea:   19 | Columna:    0
Token: INT_LITERAL          | Valor: 50                             | Línea:   19 | Columna:   18
Token: ID                   | Valor: diasSemana                     | Línea:   21 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   21 | Columna:    0
Token: LBRACKET             | Valor: [                              | Línea:   21 | Columna:    0
Token: INT_LITERAL          | Valor: 7                              | Línea:   21 | Columna:   20
Token: RBRACKET             | Valor: ]                              | Línea:   21 | Columna:    0
Token: ID                   | Valor: string                         | Línea:   21 | Columna:   22
Token: LBRACE               | Valor: {                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Lunes                          | Línea:   21 | Columna:   29
Token: COMMA                | Valor: ,                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Martes                         | Línea:   21 | Columna:   38
Token: COMMA                | Valor: ,                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Miércoles                      | Línea:   21 | Columna:   48
Token: COMMA                | Valor: ,                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Jueves                         | Línea:   21 | Columna:   61
Token: COMMA                | Valor: ,                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Viernes                        | Línea:   21 | Columna:   71
Token: COMMA                | Valor: ,                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Sábado                         | Línea:   21 | Columna:   82
Token: COMMA                | Valor: ,                              | Línea:   21 | Columna:    0
Token: STRING_LITERAL       | Valor: Domingo                        | Línea:   21 | Columna:   92
Token: RBRACE               | Valor: }                              | Línea:   21 | Columna:    0
Token: ID                   | Valor: matriz                         | Línea:   22 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   22 | Columna:    0
Token: LBRACKET             | Valor: [                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 3                              | Línea:   22 | Columna:   16
Token: RBRACKET             | Valor: ]                              | Línea:   22 | Columna:    0
Token: LBRACKET             | Valor: [                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 3                              | Línea:   22 | Columna:   19
Token: RBRACKET             | Valor: ]                              | Línea:   22 | Columna:    0
Token: ID                   | Valor: int                            | Línea:   22 | Columna:   21
Token: LBRACE               | Valor: {                              | Línea:   22 | Columna:    0
Token: LBRACE               | Valor: {                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 1                              | Línea:   22 | Columna:   26
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 2                              | Línea:   22 | Columna:   29
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 3                              | Línea:   22 | Columna:   32
Token: RBRACE               | Valor: }                              | Línea:   22 | Columna:    0
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: LBRACE               | Valor: {                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 4                              | Línea:   22 | Columna:   37
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 5                              | Línea:   22 | Columna:   40
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 6                              | Línea:   22 | Columna:   43
Token: RBRACE               | Valor: }                              | Línea:   22 | Columna:    0
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: LBRACE               | Valor: {                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 7                              | Línea:   22 | Columna:   48
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 8                              | Línea:   22 | Columna:   51
Token: COMMA                | Valor: ,                              | Línea:   22 | Columna:    0
Token: INT_LITERAL          | Valor: 9                              | Línea:   22 | Columna:   54
Token: RBRACE               | Valor: }                              | Línea:   22 | Columna:    0
Token: RBRACE               | Valor: }                              | Línea:   22 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   24 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   24 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   24 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   24 | Columna:    0
Token: STRING_LITERAL       | Valor: Arreglo de números:            | Línea:   24 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   24 | Columna:    0
Token: ID                   | Valor: numeros                        | Línea:   24 | Columna:   40
Token: RPAREN               | Valor: )                              | Línea:   24 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   25 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   25 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   25 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   25 | Columna:    0
Token: STRING_LITERAL       | Valor: Días de la semana:             | Línea:   25 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   25 | Columna:    0
Token: ID                   | Valor: diasSemana                     | Línea:   25 | Columna:   39
Token: RPAREN               | Valor: )                              | Línea:   25 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   26 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   26 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   26 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   26 | Columna:    0
Token: STRING_LITERAL       | Valor: Matriz 3x3:                    | Línea:   26 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   26 | Columna:    0
Token: ID                   | Valor: matriz                         | Línea:   26 | Columna:   32
Token: RPAREN               | Valor: )                              | Línea:   26 | Columna:    0
Token: VAR                  | Valor: var                            | Línea:   29 | Columna:    5
Token: ID                   | Valor: lista                          | Línea:   29 | Columna:    9
Token: LBRACKET             | Valor: [                              | Línea:   29 | Columna:    0
Token: RBRACKET             | Valor: ]                              | Línea:   29 | Columna:    0
Token: ID                   | Valor: int                            | Línea:   29 | Columna:   17
Token: ID                   | Valor: nombres                        | Línea:   30 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   30 | Columna:    0
Token: LBRACKET             | Valor: [                              | Línea:   30 | Columna:    0
Token: RBRACKET             | Valor: ]                              | Línea:   30 | Columna:    0
Token: ID                   | Valor: string                         | Línea:   30 | Columna:   18
Token: LBRACE               | Valor: {                              | Línea:   30 | Columna:    0
Token: STRING_LITERAL       | Valor: Ana                            | Línea:   30 | Columna:   25
Token: COMMA                | Valor: ,                              | Línea:   30 | Columna:    0
Token: STRING_LITERAL       | Valor: Luis                           | Línea:   30 | Columna:   32
Token: COMMA                | Valor: ,                              | Línea:   30 | Columna:    0
Token: STRING_LITERAL       | Valor: Carlos                         | Línea:   30 | Columna:   40
Token: COMMA                | Valor: ,                              | Línea:   30 | Columna:    0
Token: STRING_LITERAL       | Valor: María                          | Línea:   30 | Columna:   50
Token: RBRACE               | Valor: }                              | Línea:   30 | Columna:    0
Token: ID                   | Valor: datos                          | Línea:   31 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   31 | Columna:    0
Token: MAKE                 | Valor: make                           | Línea:   31 | Columna:   14
Token: LPAREN               | Valor: (                              | Línea:   31 | Columna:    0
Token: LBRACKET             | Valor: [                              | Línea:   31 | Columna:    0
Token: RBRACKET             | Valor: ]                              | Línea:   31 | Columna:    0
Token: ID                   | Valor: float64                        | Línea:   31 | Columna:   21
Token: COMMA                | Valor: ,                              | Línea:   31 | Columna:    0
Token: INT_LITERAL          | Valor: 5                              | Línea:   31 | Columna:   30
Token: COMMA                | Valor: ,                              | Línea:   31 | Columna:    0
Token: INT_LITERAL          | Valor: 10                             | Línea:   31 | Columna:   33
Token: RPAREN               | Valor: )                              | Línea:   31 | Columna:    0
Token: ID                   | Valor: lista                          | Línea:   34 | Columna:    5
Token: ASSIGN               | Valor: =                              | Línea:   34 | Columna:    0
Token: APPEND               | Valor: append                         | Línea:   34 | Columna:   13
Token: LPAREN               | Valor: (                              | Línea:   34 | Columna:    0
Token: ID                   | Valor: lista                          | Línea:   34 | Columna:   20
Token: COMMA                | Valor: ,                              | Línea:   34 | Columna:    0
Token: INT_LITERAL          | Valor: 1                              | Línea:   34 | Columna:   27
Token: RPAREN               | Valor: )                              | Línea:   34 | Columna:    0
Token: ID                   | Valor: lista                          | Línea:   35 | Columna:    5
Token: ASSIGN               | Valor: =                              | Línea:   35 | Columna:    0
Token: APPEND               | Valor: append                         | Línea:   35 | Columna:   13
Token: LPAREN               | Valor: (                              | Línea:   35 | Columna:    0
Token: ID                   | Valor: lista                          | Línea:   35 | Columna:   20
Token: COMMA                | Valor: ,                              | Línea:   35 | Columna:    0
Token: INT_LITERAL          | Valor: 2                              | Línea:   35 | Columna:   27
Token: COMMA                | Valor: ,                              | Línea:   35 | Columna:    0
Token: INT_LITERAL          | Valor: 3                              | Línea:   35 | Columna:   30
Token: COMMA                | Valor: ,                              | Línea:   35 | Columna:    0
Token: INT_LITERAL          | Valor: 4                              | Línea:   35 | Columna:   33
Token: COMMA                | Valor: ,                              | Línea:   35 | Columna:    0
Token: INT_LITERAL          | Valor: 5                              | Línea:   35 | Columna:   36
Token: RPAREN               | Valor: )                              | Línea:   35 | Columna:    0
Token: ID                   | Valor: subslice                       | Línea:   36 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   36 | Columna:    0
Token: ID                   | Valor: nombres                        | Línea:   36 | Columna:   17
Token: LBRACKET             | Valor: [                              | Línea:   36 | Columna:    0
Token: INT_LITERAL          | Valor: 1                              | Línea:   36 | Columna:   25
Token: COLON                | Valor: :                              | Línea:   36 | Columna:    0
Token: INT_LITERAL          | Valor: 3                              | Línea:   36 | Columna:   27
Token: RBRACKET             | Valor: ]                              | Línea:   36 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   38 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   38 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   38 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   38 | Columna:    0
Token: STRING_LITERAL       | Valor: Lista:                         | Línea:   38 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   38 | Columna:    0
Token: ID                   | Valor: lista                          | Línea:   38 | Columna:   27
Token: RPAREN               | Valor: )                              | Línea:   38 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   39 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   39 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   39 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   39 | Columna:    0
Token: STRING_LITERAL       | Valor: Nombres:                       | Línea:   39 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   39 | Columna:    0
Token: ID                   | Valor: nombres                        | Línea:   39 | Columna:   29
Token: RPAREN               | Valor: )                              | Línea:   39 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   40 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   40 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   40 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   40 | Columna:    0
Token: STRING_LITERAL       | Valor: Datos:                         | Línea:   40 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   40 | Columna:    0
Token: ID                   | Valor: datos                          | Línea:   40 | Columna:   27
Token: RPAREN               | Valor: )                              | Línea:   40 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   41 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   41 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   41 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   41 | Columna:    0
Token: STRING_LITERAL       | Valor: Subslice:                      | Línea:   41 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   41 | Columna:    0
Token: ID                   | Valor: subslice                       | Línea:   41 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:   41 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   44 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   44 | Columna:    0
Token: MAKE                 | Valor: make                           | Línea:   44 | Columna:   15
Token: LPAREN               | Valor: (                              | Línea:   44 | Columna:    0
Token: MAP                  | Valor: map                            | Línea:   44 | Columna:   20
Token: LBRACKET             | Valor: [                              | Línea:   44 | Columna:    0
Token: ID                   | Valor: string                         | Línea:   44 | Columna:   24
Token: RBRACKET             | Valor: ]                              | Línea:   44 | Columna:    0
Token: ID                   | Valor: int                            | Línea:   44 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   44 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   45 | Columna:    5
Token: LBRACKET             | Valor: [                              | Línea:   45 | Columna:    0
Token: STRING_LITERAL       | Valor: Juan                           | Línea:   45 | Columna:   12
Token: RBRACKET             | Valor: ]                              | Línea:   45 | Columna:    0
Token: ASSIGN               | Valor: =                              | Línea:   45 | Columna:    0
Token: INT_LITERAL          | Valor: 25                             | Línea:   45 | Columna:   22
Token: ID                   | Valor: edades                         | Línea:   46 | Columna:    5
Token: LBRACKET             | Valor: [                              | Línea:   46 | Columna:    0
Token: STRING_LITERAL       | Valor: Ana                            | Línea:   46 | Columna:   12
Token: RBRACKET             | Valor: ]                              | Línea:   46 | Columna:    0
Token: ASSIGN               | Valor: =                              | Línea:   46 | Columna:    0
Token: INT_LITERAL          | Valor: 30                             | Línea:   46 | Columna:   21
Token: ID                   | Valor: edades                         | Línea:   47 | Columna:    5
Token: LBRACKET             | Valor: [                              | Línea:   47 | Columna:    0
Token: STRING_LITERAL       | Valor: Pedro                          | Línea:   47 | Columna:   12
Token: RBRACKET             | Valor: ]                              | Línea:   47 | Columna:    0
Token: ASSIGN               | Valor: =                              | Línea:   47 | Columna:    0
Token: INT_LITERAL          | Valor: 28                             | Línea:   47 | Columna:   23
Token: ID                   | Valor: precios                        | Línea:   50 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   50 | Columna:    0
Token: MAP                  | Valor: map                            | Línea:   50 | Columna:   16
Token: LBRACKET             | Valor: [                              | Línea:   50 | Columna:    0
Token: ID                   | Valor: string                         | Línea:   50 | Columna:   20
Token: RBRACKET             | Valor: ]                              | Línea:   50 | Columna:    0
Token: ID                   | Valor: float64                        | Línea:   50 | Columna:   27
Token: LBRACE               | Valor: {                              | Línea:   50 | Columna:    0
Token: STRING_LITERAL       | Valor: manzana                        | Línea:   51 | Columna:    9
Token: COLON                | Valor: :                              | Línea:   51 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 0.5                            | Línea:   51 | Columna:   20
Token: COMMA                | Valor: ,                              | Línea:   51 | Columna:    0
Token: STRING_LITERAL       | Valor: banana                         | Línea:   52 | Columna:    9
Token: COLON                | Valor: :                              | Línea:   52 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 0.3                            | Línea:   52 | Columna:   19
Token: COMMA                | Valor: ,                              | Línea:   52 | Columna:    0
Token: STRING_LITERAL       | Valor: naranja                        | Línea:   53 | Columna:    9
Token: COLON                | Valor: :                              | Línea:   53 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 0.75                           | Línea:   53 | Columna:   20
Token: COMMA                | Valor: ,                              | Línea:   53 | Columna:    0
Token: RBRACE               | Valor: }                              | Línea:   54 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   56 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   56 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   56 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   56 | Columna:    0
Token: STRING_LITERAL       | Valor: Edades:                        | Línea:   56 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   56 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   56 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   56 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   57 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   57 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   57 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   57 | Columna:    0
Token: STRING_LITERAL       | Valor: Precios:                       | Línea:   57 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   57 | Columna:    0
Token: ID                   | Valor: precios                        | Línea:   57 | Columna:   29
Token: RPAREN               | Valor: )                              | Línea:   57 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   58 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   58 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   58 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   58 | Columna:    0
Token: STRING_LITERAL       | Valor: Edad de Juan:                  | Línea:   58 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   58 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   58 | Columna:   34
Token: LBRACKET             | Valor: [                              | Línea:   58 | Columna:    0
Token: STRING_LITERAL       | Valor: Juan                           | Línea:   58 | Columna:   41
Token: RBRACKET             | Valor: ]                              | Línea:   58 | Columna:    0
Token: RPAREN               | Valor: )                              | Línea:   58 | Columna:    0
Token: DELETE               | Valor: delete                         | Línea:   61 | Columna:    5
Token: LPAREN               | Valor: (                              | Línea:   61 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   61 | Columna:   12
Token: COMMA                | Valor: ,                              | Línea:   61 | Columna:    0
Token: STRING_LITERAL       | Valor: Pedro                          | Línea:   61 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   61 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   62 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   62 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   62 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   62 | Columna:    0
Token: STRING_LITERAL       | Valor: Edades después de eliminar Pedro: | Línea:   62 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   62 | Columna:   54
Token: RPAREN               | Valor: )                              | Línea:   62 | Columna:    0
Token: ID                   | Valor: edad                           | Línea:   65 | Columna:    5
Token: COMMA                | Valor: ,                              | Línea:   65 | Columna:    0
Token: ID                   | Valor: existe                         | Línea:   65 | Columna:   11
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   65 | Columna:    0
Token: ID                   | Valor: edades                         | Línea:   65 | Columna:   21
Token: LBRACKET             | Valor: [                              | Línea:   65 | Columna:    0
Token: STRING_LITERAL       | Valor: Maria                          | Línea:   65 | Columna:   28
Token: RBRACKET             | Valor: ]                              | Línea:   65 | Columna:    0
Token: IF                   | Valor: if                             | Línea:   66 | Columna:    5
Token: ID                   | Valor: existe                         | Línea:   66 | Columna:    8
Token: LBRACE               | Valor: {                              | Línea:   66 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   67 | Columna:    9
Token: DOT                  | Valor: .                              | Línea:   67 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   67 | Columna:   13
Token: LPAREN               | Valor: (                              | Línea:   67 | Columna:    0
Token: STRING_LITERAL       | Valor: Edad de María:                 | Línea:   67 | Columna:   21
Token: COMMA                | Valor: ,                              | Línea:   67 | Columna:    0
Token: ID                   | Valor: edad                           | Línea:   67 | Columna:   39
Token: RPAREN               | Valor: )                              | Línea:   67 | Columna:    0
Token: RBRACE               | Valor: }                              | Línea:   68 | Columna:    0
Token: ELSE                 | Valor: else                           | Línea:   68 | Columna:    7
Token: LBRACE               | Valor: {                              | Línea:   68 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   69 | Columna:    9
Token: DOT                  | Valor: .                              | Línea:   69 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   69 | Columna:   13
Token: LPAREN               | Valor: (                              | Línea:   69 | Columna:    0
Token: STRING_LITERAL       | Valor: María no está en el mapa       | Línea:   69 | Columna:   21
Token: RPAREN               | Valor: )                              | Línea:   69 | Columna:    0
Token: RBRACE               | Valor: }                              | Línea:   70 | Columna:    0
Token: ID                   | Valor: resultado                      | Línea:   73 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   73 | Columna:    0
Token: ID                   | Valor: sumar                          | Línea:   73 | Columna:   18
Token: LPAREN               | Valor: (                              | Línea:   73 | Columna:    0
Token: INT_LITERAL          | Valor: 10                             | Línea:   73 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:   73 | Columna:    0
Token: INT_LITERAL          | Valor: 20                             | Línea:   73 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   73 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   74 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   74 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   74 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   74 | Columna:    0
Token: STRING_LITERAL       | Valor: Suma:                          | Línea:   74 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   74 | Columna:    0
Token: ID                   | Valor: resultado                      | Línea:   74 | Columna:   26
Token: RPAREN               | Valor: )                              | Línea:   74 | Columna:    0
Token: ID                   | Valor: cociente                       | Línea:   77 | Columna:    5
Token: COMMA                | Valor: ,                              | Línea:   77 | Columna:    0
Token: ID                   | Valor: err                            | Línea:   77 | Columna:   15
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   77 | Columna:    0
Token: ID                   | Valor: dividir                        | Línea:   77 | Columna:   22
Token: LPAREN               | Valor: (                              | Línea:   77 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 10.0                           | Línea:   77 | Columna:   30
Token: COMMA                | Valor: ,                              | Línea:   77 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 2.0                            | Línea:   77 | Columna:   36
Token: RPAREN               | Valor: )                              | Línea:   77 | Columna:    0
Token: IF                   | Valor: if                             | Línea:   78 | Columna:    5
Token: ID                   | Valor: err                            | Línea:   78 | Columna:    8
Token: NE                   | Valor: !=                             | Línea:   78 | Columna:    0
Token: NIL                  | Valor: nil                            | Línea:   78 | Columna:   15
Token: LBRACE               | Valor: {                              | Línea:   78 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   79 | Columna:    9
Token: DOT                  | Valor: .                              | Línea:   79 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   79 | Columna:   13
Token: LPAREN               | Valor: (                              | Línea:   79 | Columna:    0
Token: STRING_LITERAL       | Valor: Error:                         | Línea:   79 | Columna:   21
Token: COMMA                | Valor: ,                              | Línea:   79 | Columna:    0
Token: ID                   | Valor: err                            | Línea:   79 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   79 | Columna:    0
Token: RBRACE               | Valor: }                              | Línea:   80 | Columna:    0
Token: ELSE                 | Valor: else                           | Línea:   80 | Columna:    7
Token: LBRACE               | Valor: {                              | Línea:   80 | Columna:    0
Token: ID                   | Valor: fmt                            | Línea:   81 | Columna:    9
Token: DOT                  | Valor: .                              | Línea:   81 | Columna:    0
Token: ID                   | Valor: Println                        | Línea:   81 | Columna:   13
Token: LPAREN               | Valor: (                              | Línea:   81 | Columna:    0
Token: STRING_LITERAL       | Valor: Cociente:                      | Línea:   81 | Columna:   21
Token: COMMA                | Valor: ,                              | Línea:   81 | Columna:    0
Token: ID                   | Valor: cociente                       | Línea:   81 | Columna:   34
Token: RPAREN               | Valor: )                              | Línea:   81 | Columna:    0
Token: RBRACE               | Valor: }                              | Línea:   82 | Columna:    0
Token: UNDERSCORE           | Valor: _                              | Línea:   85 | Columna:    5
Token: COMMA                | Valor: ,                              | Línea:   85 | Columna:    0
Token: ID                   | Valor: err2                           | Línea:   85 | Columna:    8
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   85 | Columna:    0
Token: ID                   | Valor: dividir                        | Línea:   85 | Columna:   16
Token: LPAREN               | Valor: (                              | Línea:   85 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 10.0                           | Línea:   85 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:   85 | Columna:    0
Token: FLOAT_LITERAL        | Valor: 0.0                            | Línea:   85 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:   85 | Columna:    0
Token: IF                   | Valor: if                             | Línea:   86 | Columna:    5
