================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo1.go
Fecha y hora: 24/11/2025 20:33:21
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (288)
--------------------------------------------------------------------------------
Token: PACKAGE              | Valor: package                        | Línea:    5 | Columna:    1
Token: VAR                  | Valor: var                            | Línea:   17 | Columna:    5
Token: ID                   | Valor: ciudad                         | Línea:   17 | Columna:    9
Token: ASSIGN               | Valor: =                              | Línea:   17 | Columna:   16
Token: STRING_LITERAL       | Valor: Quito                          | Línea:   17 | Columna:   18
Token: VAR                  | Valor: var                            | Línea:   18 | Columna:    5
Token: ID                   | Valor: temperatura                    | Línea:   18 | Columna:    9
Token: ASSIGN               | Valor: =                              | Línea:   18 | Columna:   21
Token: FLOAT_LITERAL        | Valor: 18.5                           | Línea:   18 | Columna:   23
Token: ID                   | Valor: contador                       | Línea:   21 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   21 | Columna:   14
Token: INT_LITERAL          | Valor: 0                              | Línea:   21 | Columna:   17
Token: ID                   | Valor: mensaje                        | Línea:   22 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   22 | Columna:   13
Token: STRING_LITERAL       | Valor: Hola Mundo                     | Línea:   22 | Columna:   16
Token: ID                   | Valor: resultado                      | Línea:   23 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   23 | Columna:   15
Token: ID                   | Valor: calcular                       | Línea:   23 | Columna:   18
Token: LPAREN               | Valor: (                              | Línea:   23 | Columna:   26
Token: INT_LITERAL          | Valor: 10                             | Línea:   23 | Columna:   27
Token: COMMA                | Valor: ,                              | Línea:   23 | Columna:   29
Token: INT_LITERAL          | Valor: 20                             | Línea:   23 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   23 | Columna:   33
Token: VAR                  | Valor: var                            | Línea:   26 | Columna:    5
Token: ID                   | Valor: x                              | Línea:   26 | Columna:    9
Token: COMMA                | Valor: ,                              | Línea:   26 | Columna:   10
Token: ID                   | Valor: y                              | Línea:   26 | Columna:   12
Token: COMMA                | Valor: ,                              | Línea:   26 | Columna:   13
Token: ID                   | Valor: z                              | Línea:   26 | Columna:   15
Token: ID                   | Valor: int                            | Línea:   26 | Columna:   17
Token: ID                   | Valor: a                              | Línea:   27 | Columna:    5
Token: COMMA                | Valor: ,                              | Línea:   27 | Columna:    6
Token: ID                   | Valor: b                              | Línea:   27 | Columna:    8
Token: COMMA                | Valor: ,                              | Línea:   27 | Columna:    9
Token: ID                   | Valor: c                              | Línea:   27 | Columna:   11
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   27 | Columna:   13
Token: INT_LITERAL          | Valor: 1                              | Línea:   27 | Columna:   16
Token: COMMA                | Valor: ,                              | Línea:   27 | Columna:   17
Token: INT_LITERAL          | Valor: 2                              | Línea:   27 | Columna:   19
Token: COMMA                | Valor: ,                              | Línea:   27 | Columna:   20
Token: INT_LITERAL          | Valor: 3                              | Línea:   27 | Columna:   22
Token: VAR                  | Valor: var                            | Línea:   30 | Columna:    5
Token: LPAREN               | Valor: (                              | Línea:   30 | Columna:    9
Token: ID                   | Valor: nombre_completo                | Línea:   31 | Columna:    9
Token: ID                   | Valor: string                         | Línea:   31 | Columna:   25
Token: ASSIGN               | Valor: =                              | Línea:   31 | Columna:   32
Token: STRING_LITERAL       | Valor: Juan Pérez                     | Línea:   31 | Columna:   34
Token: ID                   | Valor: codigo                         | Línea:   32 | Columna:    9
Token: ID                   | Valor: int                            | Línea:   32 | Columna:   16
Token: ASSIGN               | Valor: =                              | Línea:   32 | Columna:   20
Token: INT_LITERAL          | Valor: 12345                          | Línea:   32 | Columna:   22
Token: ID                   | Valor: habilitado                     | Línea:   33 | Columna:    9
Token: ID                   | Valor: bool                           | Línea:   33 | Columna:   20
Token: ASSIGN               | Valor: =                              | Línea:   33 | Columna:   25
Token: BOOL_LITERAL         | Valor: true                           | Línea:   33 | Columna:   27
Token: RPAREN               | Valor: )                              | Línea:   34 | Columna:    5
Token: CONST                | Valor: const                          | Línea:   37 | Columna:    5
Token: ID                   | Valor: PI                             | Línea:   37 | Columna:   11
Token: ASSIGN               | Valor: =                              | Línea:   37 | Columna:   14
Token: FLOAT_LITERAL        | Valor: 3.14159                        | Línea:   37 | Columna:   16
Token: CONST                | Valor: const                          | Línea:   38 | Columna:    5
Token: ID                   | Valor: MAX_USUARIOS                   | Línea:   38 | Columna:   11
Token: ASSIGN               | Valor: =                              | Línea:   38 | Columna:   24
Token: INT_LITERAL          | Valor: 100                            | Línea:   38 | Columna:   26
Token: ID                   | Valor: suma                           | Línea:   41 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   41 | Columna:   10
Token: ID                   | Valor: a                              | Línea:   41 | Columna:   13
Token: PLUS                 | Valor: +                              | Línea:   41 | Columna:   15
Token: ID                   | Valor: b                              | Línea:   41 | Columna:   17
Token: ID                   | Valor: resta                          | Línea:   42 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   42 | Columna:   11
Token: ID                   | Valor: c                              | Línea:   42 | Columna:   14
Token: MINUS                | Valor: -                              | Línea:   42 | Columna:   16
Token: ID                   | Valor: a                              | Línea:   42 | Columna:   18
Token: ID                   | Valor: multiplicacion                 | Línea:   43 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   43 | Columna:   20
Token: ID                   | Valor: b                              | Línea:   43 | Columna:   23
Token: TIMES                | Valor: *                              | Línea:   43 | Columna:   25
Token: ID                   | Valor: c                              | Línea:   43 | Columna:   27
Token: ID                   | Valor: division                       | Línea:   44 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   44 | Columna:   14
Token: ID                   | Valor: edad                           | Línea:   44 | Columna:   17
Token: DIVIDE               | Valor: /                              | Línea:   44 | Columna:   22
Token: INT_LITERAL          | Valor: 5                              | Línea:   44 | Columna:   24
Token: ID                   | Valor: modulo                         | Línea:   45 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   45 | Columna:   12
Token: ID                   | Valor: edad                           | Línea:   45 | Columna:   15
Token: MOD                  | Valor: %                              | Línea:   45 | Columna:   20
Token: INT_LITERAL          | Valor: 7                              | Línea:   45 | Columna:   22
Token: ID                   | Valor: contador                       | Línea:   48 | Columna:    5
Token: INCREMENT            | Valor: ++                             | Línea:   48 | Columna:   13
Token: ID                   | Valor: edad                           | Línea:   49 | Columna:    5
Token: DECREMENT            | Valor: --                             | Línea:   49 | Columna:    9
Token: ID                   | Valor: fmt                            | Línea:   52 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   52 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   52 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   52 | Columna:   16
Token: STRING_LITERAL       | Valor: Nombre:                        | Línea:   52 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   52 | Columna:   26
Token: ID                   | Valor: nombre                         | Línea:   52 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   52 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:   53 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   53 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   53 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   53 | Columna:   16
Token: STRING_LITERAL       | Valor: Edad:                          | Línea:   53 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   53 | Columna:   24
Token: ID                   | Valor: edad                           | Línea:   53 | Columna:   26
Token: RPAREN               | Valor: )                              | Línea:   53 | Columna:   30
Token: ID                   | Valor: fmt                            | Línea:   54 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   54 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   54 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   54 | Columna:   16
Token: STRING_LITERAL       | Valor: Precio:                        | Línea:   54 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   54 | Columna:   26
Token: ID                   | Valor: precio                         | Línea:   54 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   54 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:   55 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   55 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   55 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   55 | Columna:   16
Token: STRING_LITERAL       | Valor: Activo:                        | Línea:   55 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   55 | Columna:   26
Token: ID                   | Valor: activo                         | Línea:   55 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   55 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:   56 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   56 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   56 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   56 | Columna:   16
Token: STRING_LITERAL       | Valor: Ciudad:                        | Línea:   56 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   56 | Columna:   26
Token: ID                   | Valor: ciudad                         | Línea:   56 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   56 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:   57 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   57 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   57 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   57 | Columna:   16
Token: STRING_LITERAL       | Valor: Temperatura:                   | Línea:   57 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   57 | Columna:   31
Token: ID                   | Valor: temperatura                    | Línea:   57 | Columna:   33
Token: RPAREN               | Valor: )                              | Línea:   57 | Columna:   44
Token: ID                   | Valor: fmt                            | Línea:   58 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   58 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   58 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   58 | Columna:   16
Token: STRING_LITERAL       | Valor: Contador:                      | Línea:   58 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   58 | Columna:   28
Token: ID                   | Valor: contador                       | Línea:   58 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:   58 | Columna:   38
Token: ID                   | Valor: fmt                            | Línea:   59 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   59 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   59 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   59 | Columna:   16
Token: STRING_LITERAL       | Valor: Mensaje:                       | Línea:   59 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   59 | Columna:   27
Token: ID                   | Valor: mensaje                        | Línea:   59 | Columna:   29
Token: RPAREN               | Valor: )                              | Línea:   59 | Columna:   36
Token: ID                   | Valor: fmt                            | Línea:   60 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   60 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   60 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   60 | Columna:   16
Token: STRING_LITERAL       | Valor: Resultado:                     | Línea:   60 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   60 | Columna:   29
Token: ID                   | Valor: resultado                      | Línea:   60 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   60 | Columna:   40
Token: ID                   | Valor: fmt                            | Línea:   61 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   61 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   61 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   61 | Columna:   16
Token: STRING_LITERAL       | Valor: Variables múltiples:           | Línea:   61 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   61 | Columna:   39
Token: ID                   | Valor: x                              | Línea:   61 | Columna:   41
Token: COMMA                | Valor: ,                              | Línea:   61 | Columna:   42
Token: ID                   | Valor: y                              | Línea:   61 | Columna:   44
Token: COMMA                | Valor: ,                              | Línea:   61 | Columna:   45
Token: ID                   | Valor: z                              | Línea:   61 | Columna:   47
Token: RPAREN               | Valor: )                              | Línea:   61 | Columna:   48
Token: ID                   | Valor: fmt                            | Línea:   62 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   62 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   62 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   62 | Columna:   16
Token: STRING_LITERAL       | Valor: Declaración corta:             | Línea:   62 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:   37
Token: ID                   | Valor: a                              | Línea:   62 | Columna:   39
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:   40
Token: ID                   | Valor: b                              | Línea:   62 | Columna:   42
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:   43
Token: ID                   | Valor: c                              | Línea:   62 | Columna:   45
Token: RPAREN               | Valor: )                              | Línea:   62 | Columna:   46
Token: ID                   | Valor: fmt                            | Línea:   63 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   63 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   63 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   63 | Columna:   16
Token: STRING_LITERAL       | Valor: Nombre completo:               | Línea:   63 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   63 | Columna:   35
Token: ID                   | Valor: nombre_completo                | Línea:   63 | Columna:   37
Token: RPAREN               | Valor: )                              | Línea:   63 | Columna:   52
Token: ID                   | Valor: fmt                            | Línea:   64 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   64 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   64 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   64 | Columna:   16
Token: STRING_LITERAL       | Valor: Código:                        | Línea:   64 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   64 | Columna:   26
Token: ID                   | Valor: codigo                         | Línea:   64 | Columna:   28
Token: RPAREN               | Valor: )                              | Línea:   64 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:   65 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   65 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   65 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   65 | Columna:   16
Token: STRING_LITERAL       | Valor: Habilitado:                    | Línea:   65 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   65 | Columna:   30
Token: ID                   | Valor: habilitado                     | Línea:   65 | Columna:   32
Token: RPAREN               | Valor: )                              | Línea:   65 | Columna:   42
Token: ID                   | Valor: fmt                            | Línea:   66 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   66 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   66 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   66 | Columna:   16
Token: STRING_LITERAL       | Valor: PI:                            | Línea:   66 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   66 | Columna:   22
Token: ID                   | Valor: PI                             | Línea:   66 | Columna:   24
Token: RPAREN               | Valor: )                              | Línea:   66 | Columna:   26
Token: ID                   | Valor: fmt                            | Línea:   67 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   67 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   67 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   67 | Columna:   16
Token: STRING_LITERAL       | Valor: MAX_USUARIOS:                  | Línea:   67 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   67 | Columna:   32
Token: ID                   | Valor: MAX_USUARIOS                   | Línea:   67 | Columna:   34
Token: RPAREN               | Valor: )                              | Línea:   67 | Columna:   46
Token: ID                   | Valor: fmt                            | Línea:   68 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   68 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:   68 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:   68 | Columna:   16
Token: STRING_LITERAL       | Valor: Operaciones:                   | Línea:   68 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   68 | Columna:   31
Token: ID                   | Valor: suma                           | Línea:   68 | Columna:   33
Token: COMMA                | Valor: ,                              | Línea:   68 | Columna:   37
Token: ID                   | Valor: resta                          | Línea:   68 | Columna:   39
Token: COMMA                | Valor: ,                              | Línea:   68 | Columna:   44
Token: ID                   | Valor: multiplicacion                 | Línea:   68 | Columna:   46
Token: COMMA                | Valor: ,                              | Línea:   68 | Columna:   60
Token: ID                   | Valor: division                       | Línea:   68 | Columna:   62
Token: COMMA                | Valor: ,                              | Línea:   68 | Columna:   70
Token: ID                   | Valor: modulo                         | Línea:   68 | Columna:   72
Token: RPAREN               | Valor: )                              | Línea:   68 | Columna:   78
Token: RBRACE               | Valor: }                              | Línea:   69 | Columna:    1
Token: FUNC                 | Valor: func                           | Línea:   71 | Columna:    1
Token: ID                   | Valor: calcular                       | Línea:   71 | Columna:    6
Token: LPAREN               | Valor: (                              | Línea:   71 | Columna:   14
Token: ID                   | Valor: x                              | Línea:   71 | Columna:   15
Token: ID                   | Valor: int                            | Línea:   71 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:   71 | Columna:   20
Token: ID                   | Valor: y                              | Línea:   71 | Columna:   22
Token: ID                   | Valor: int                            | Línea:   71 | Columna:   24
Token: RPAREN               | Valor: )                              | Línea:   71 | Columna:   27
Token: ID                   | Valor: int                            | Línea:   71 | Columna:   29
Token: LBRACE               | Valor: {                              | Línea:   71 | Columna:   33
Token: RETURN               | Valor: return                         | Línea:   72 | Columna:    5
Token: ID                   | Valor: x                              | Línea:   72 | Columna:   12
Token: PLUS                 | Valor: +                              | Línea:   72 | Columna:   14
Token: ID                   | Valor: y                              | Línea:   72 | Columna:   16
Token: RBRACE               | Valor: }                              | Línea:   73 | Columna:    1

================================================================================
ERRORES LÉXICOS (0)
--------------------------------------------------------------------------------
No se encontraron errores léxicos.

================================================================================
FIN DEL ANÁLISIS
================================================================================
